titulo,año,duracion,pais,directores,guionistas,musicos,fotografos,actores,productores,generos,nota,votos,votacion
Dinosaurios (Serie de TV),1991,30 min.,Estados Unidos,"['Tom Trbovich', 'Bruce Bilson', 'Mark Brull', 'Jeff McCracken', 'Jay Dubin', 'Brian Henson', 'Reza Badiyi', 'William Dear', 'Patrick Read Johnson', 'Max Tash']","['Michael Jacobs', 'Bob Young', 'Jim Henson', 'Victor Fresco', 'Tim Doyle', 'Dave Caplan', 'Brian LaPan', 'Andy Goodman', 'Dava Savel', 'Rob Ulin', 'Adam Barr', 'Peter Ocko', 'Kirk R. Thatcher', 'Mark Drop', 'Steve Pepoon', 'Jane Espenson', 'Richard Day', 'Lawrence H. Levy', 'Richard Marcus', 'Rich Tabach']",['Ray Colcord'],"['Robert E. Collins', 'Tony Cutrono']",[],"['Jim Henson Company', 'Jim Henson Productions', 'Michael Jacobs Productions', 'Walt Disney Television']","['Serie de TV', 'Animación', 'Comedia', 'Familia', 'Dinosaurios', 'Prehistoria', 'Sitcom familiar']",6.1,25673.0,3
El príncipe de Bel-Air (Serie de TV),1990,24 min.,Estados Unidos,"['Andy Borowitz', 'Susan Borowitz', 'Shelley Jensen', 'Jeffrey Melman', 'Ellen Falcon', 'Chuck Vinson', 'Rita Rogers', 'Maynard C. Virgil I', 'Madeline Cripe', 'Debbie Allen', 'Rae Kraus', 'Werner Walian']","['Andy Borowitz', 'Susan Borowitz', 'Benny Medina', 'Jeff Pollack', 'Lisa Rosenthal']",['Quincy Jones III'],"['Will Smith', 'Alfonso Ribeiro', 'James Avery', 'Karyn Parsons', 'Joseph Marcell', 'Tatyana Ali', 'Janet Hubert', 'Daphne Reid', 'DJ Jazzy Jeff', 'Ross Bagley', 'Nia Long', 'Vernee Watson-Johnson', 'Tyra Banks']","['Will Smith', 'Alfonso Ribeiro', 'James Avery', 'Karyn Parsons', 'Joseph Marcell', 'Tatyana Ali', 'Janet Hubert', 'Daphne Reid', 'DJ Jazzy Jeff', 'Ross Bagley', 'Nia Long', 'Vernee Watson-Johnson', 'Tyra Banks']","['NBC', 'Quincy Jones', 'Quincy Jones-David Salzman Entertainment', 'The Stuffed Dog Company', 'NBC']","['Serie de TV', 'Comedia', 'Sitcom familiar', 'Familia']",7.0,87953.0,3
El delirante mundo de los Feebles ,1989,94 min.,Nueva Zelanda,['Peter Jackson'],"['Peter Jackson', 'Fran Walsh', 'Danny Mulheron', 'Stephen Sinclair']",['Peter Dasent'],['Murray Milne'],[],['Wingnut Films'],"['Comedia', 'Musical', 'Marionetas', 'Comedia negra', 'Teatro']",6.4,3068.0,3
R.O.T.O.R. ,1987,90 min.,Estados Unidos,['Cullen Blaine'],"['Cullen Blaine', 'Budd Lewis']",['David Newman'],['Glenn Roland'],"['Richard Gesswein', 'Ron Baker', 'Gigi Green', 'Margaret Trigg', 'Nanette Kuczek', 'Jayne Smith', 'James Cole', 'Stan Moore', 'Brad Overturf', 'Shawn Brown', 'Bill Blair', 'Victor Kwasnick', 'Michael Hunter', 'Karlton Johnson', 'Peggy Baker']","['WestWind Pictures', 'Manson International']","['Ciencia ficción', 'Acción', 'Robots', 'Serie B', 'Película de culto']",3.4,682.0,3
Sacrificio ,1986,145 min.,Suecia,['Andrei Tarkovsky'],['Andrei Tarkovsky'],['Johann Sebastian Bach'],['Sven Nykvist'],"['Erland Josephson', 'Susan Fleetwood', 'Valérie Mairesse', 'Allan Edwall', 'Gudrun Gildottir', 'Sven Wollter']","['Argos Films', 'Svenska Filminstitutet']","['Drama', 'Drama psicológico', 'Película de culto']",7.7,7376.0,3
Las aventuras de André y Wally B. (C),1984,2 min.,Estados Unidos,['Alvy Ray Smith'],[],[],[],[],"['Pixar Animation Studios', 'Lucasfilm']","['Animación', 'Comedia', 'Pixar', 'Cortometraje (animación)']",4.2,2135.0,3
Los chicos del maíz ,1984,93 min.,Estados Unidos,['Fritz Kiersch'],"['George Goldsmith', 'Stephen King']",['Jonathan Elias'],['João Fernandes'],"['Peter Horton', 'Linda Hamilton', 'John Franklin', 'Courtney Gains', 'Robby Kiger', 'R.G. Armstrong', 'Julie Maddalena', 'John Philbin']","['Angeles Entertainment Group', 'New World Pictures', 'Cinema Group', 'Hal Roach Studios', 'Inverness Productions', 'Gatlin', 'Planet Productions']","['Terror', 'Vida rural (Norteamérica)', 'Sectas']",5.3,11407.0,3
El sentido de la vida ,1983,103 min.,Reino Unido,"['Terry Jones', 'Terry Gilliam']","['Graham Chapman', 'John Cleese', 'Terry Gilliam', 'Eric Idle', 'Terry Jones', 'Michael Palin']","['John Du Prez', 'Monty Python']","['Peter Hannan', 'Roger Pratt']","['Graham Chapman', 'John Cleese', 'Terry Gilliam', 'Eric Idle', 'Terry Jones', 'Michael Palin', 'Carol Cleveland', 'Simon Jones', 'Patricia Quinn', 'Judy Loe', 'Andrew MacLachlan', 'Matt Frewer', 'Valerie Whittington']",['Universal Pictures'],"['Comedia', 'Musical', 'Comedia absurda', 'Comedia negra', 'Película de episodios', 'Sátira', 'Sketches', 'Película de culto']",7.3,28601.0,3
Doctor of Doom (C),1979,10 min.,Estados Unidos,"['Tim Burton', 'Jerry Rees']",['Tim Burton'],['Jerry Rees'],"['Tim Burton', 'Harry Sabin', 'Cynthia Price', 'Michael Giaimo', 'Chris Buck', 'Darrell Van Citters', 'Brad Bird', 'Randy Cartwright', 'Jerry Rees']","['Tim Burton', 'Harry Sabin', 'Cynthia Price', 'Michael Giaimo', 'Chris Buck', 'Darrell Van Citters', 'Brad Bird', 'Randy Cartwright', 'Jerry Rees']",[],"['Fantástico', 'Comedia', 'Cine independiente USA', 'Cortometraje']",2.8,169.0,3
Tiburón 2 ,1978,120 min.,Estados Unidos,['Jeannot Szwarc'],"['Carl Gottlieb', 'Howard Sackler']",['John Williams'],['Michael C. Butler'],"['Roy Scheider', 'Lorraine Gary', 'Murray Hamilton', 'Joseph Mascolo', 'Jeffrey C. Kramer', 'Ann Dusenberry', 'Collin Wilcox Paxton', 'Mark Gruner', 'Barry Coe', 'Susan French', 'Gary Dubin', 'Donna Wilkes']",['Universal Pictures'],"['Terror', 'Animales', 'Tiburones', 'Secuela']",5.3,12320.0,3
Los caballeros de la mesa cuadrada y sus locos seguidores ,1975,90 min.,Reino Unido,"['Terry Jones', 'Terry Gilliam']","['Terry Gilliam', 'John Cleese', 'Michael Palin', 'Graham Chapman', 'Eric Idle', 'Terry Jones']",['Varios'],['Terry Bedford'],"['John Cleese', 'Michael Palin', 'Terry Jones', 'Terry Gilliam', 'Graham Chapman', 'Eric Idle', 'Carol Cleveland', 'Connie Booth', 'Neil Innes', 'Bee Duffell']",['Columbia Pictures'],"['Comedia', 'Comedia absurda', 'Sátira', 'Edad Media', 'Película de culto']",7.4,46896.0,3
La última casa a la izquierda ,1972,80 min.,Estados Unidos,['Wes Craven'],['Wes Craven'],['David Alexander Hess'],['Victor Hurwitz'],"['Sandra Peabody', 'Lucy Grantham', 'David Alexander Hess', 'Fred Lincoln', 'Marc Sheffer', 'Jeramie Rain', 'Richard Towers', 'Cynthia Carr']","['Lobster Enterprises', 'Sean S. Cunningham', 'The Night Co']","['Terror', 'Thriller', 'Película de culto', 'Cine independiente USA', 'Asesinos en serie', 'Abusos sexuales', 'Venganza']",5.4,4643.0,3
El alfabeto (The Alphabet) (C),1968,4 min.,Estados Unidos,['David Lynch'],['David Lynch'],['David Lynch'],['Peggy Lynch'],['Peggy Lynch'],"['Pensylvania Academy of Fine Arts', 'David Lynch']","['Terror', 'Intriga', 'Animación', 'Surrealismo', 'Cortometraje']",5.6,2554.0,3
Chitty Chitty Bang Bang ,1968,142 min.,Reino Unido,['Ken Hughes'],"['Roald Dahl', 'Ken Hughes', 'Ian Fleming']","['Robert B. Sherman', 'Richard M. Sherman', 'Irwin Kostal']",['Christopher Challis'],"['Dick Van Dyke', 'Sally Ann Howes', 'Adrian Hall', 'Anna Quayle', 'Lionel Jeffries', 'Benny Hill', 'Gert Fröbe', 'Robert Helpmann', 'James Robertson Justice', 'Phil Collins']","['Warfield', 'United Artists']","['Musical', 'Comedia', 'Fantástico', 'Infantil', 'Aventuras', 'Familia', 'Cine familiar']",6.3,5533.0,3
Un rayo de luz ,1960,100 min.,España,['Luis Lucia'],"['Félix Atalaya', 'Manuel Atalaya', 'Jaime García Herranz']",['Gregorio García Segura'],['José Antonio Rojo'],"['Pepa Flores ""Marisol""', 'Anselmo Duarte', 'María Mahor', 'Julio Sanjuán', 'María del Valle', 'Joaquín Roa', 'Pilar Sanclemente', 'María Isbert', 'Pilar Sala', 'Antonio Molino Rojo', 'José Cuenca', 'Antonio Vela']","['Guión Producciones Cinematográficas', 'Producciones Benito Perojo']","['Comedia', 'Musical']",4.7,3139.0,3
Plan 9 del espacio exterior ,1959,79 min.,Estados Unidos,['Ed Wood'],['Ed Wood'],['Gordon Zahler'],['William C. Thompson'],"['Bela Lugosi', 'Maila Nurmi', 'Lyle Talbot', 'Gregory Walcott', 'Johnny Duncan', 'Mona McKinnon', 'Tom Keene', 'Ed Wood', 'Duke Moore', 'Carl Anthony', 'Tor Johnson', 'Paul Marco', 'Dudley Manlove', 'Joanna Lee', 'John Breckinridge', 'David De Mering']","['Ed Wood', 'Reynolds Pictures']","['Ciencia ficción', 'Terror', 'Zombis', 'Extraterrestres', 'Serie B', 'Película de culto']",4.4,5099.0,3
Dos hombres y un armario (C),1958,15 min.,Polonia,['Roman Polanski'],['Roman Polanski'],['Christopher Komeda'],['Maciej Kijowski'],"['Jakub Goldberg', 'Henryk Kluba', 'Andrzej Kondratiuk', 'Barbara Lass', 'Roman Polanski']",['PWSFTviT'],"['Comedia', 'Comedia absurda', 'Surrealismo', 'Cortometraje']",6.1,836.0,3
Planeta prohibido ,1956,98 min.,Estados Unidos,['Fred M. Wilcox'],"['Cyril Hume', 'Irving Block', 'Allen Adler']","['Bebe Barron', 'Louis Barron']",['George J. Folsey'],"['Walter Pidgeon', 'Anne Francis', 'Leslie Nielsen', 'Warren Stevens', 'Jack Kelly', 'Richard Anderson', 'Earl Holliman', 'George Wallace']",['Metro-Goldwyn-Mayer (MGM)'],"['Ciencia ficción', 'Película de culto', 'Extraterrestres', 'Monstruos']",7.0,6883.0,3
Alicia en el país de las maravillas ,1951,75 min.,Estados Unidos,"['Clyde Geronimi', 'Hamilton Luske', 'Wilfred Jackson']","['Winston Hibler', 'Ted Sears', 'Bill Peet', 'Erdman Penner', 'Joe Rinaldi', 'Milt Banta', 'William Cottrell', 'Dick Kelsey', 'Joe Grant', 'Dick Huemer', 'Del Connell', 'Tom Oreb', 'John Walbridge', 'Lewis Carroll']",['Oliver Wallace'],"['Walt Disney Productions', 'RKO Radio Pictures']",[],"['Walt Disney Productions', 'RKO Radio Pictures']","['Animación', 'Fantástico', 'Musical', 'Aventuras', 'Infantil', 'Cuentos', 'Película de culto']",7.1,33775.0,3
La apariencia de las cosas ,2021,121 min.,Estados Unidos,"['Shari Springer Berman', 'Robert Pulcini']","['Shari Springer Berman', 'Robert Pulcini', 'Elizabeth Brundage']",['Larry Smith'],"['Amanda Seyfried', 'James Norton', 'Karen Allen', 'F. Murray Abraham', 'Natalia Dyer', 'Rhea Seehorn', 'Alex Neustaedter', 'Jack Gore', 'Olivia Boreham-Wing', 'Kelcy Griffin', 'Emily Dorsch', 'Cotter Smith', 'Ana Sophia Heger', 'Dawn McGee', 'Polly Lee', 'Alison Smith', 'Joey Auzenne', 'Joe Lanza', 'Marion McCorry', 'Elliot Frances Flynn', 'Ben Graney', 'Charlotte Maier', 'Jill Dalton', 'Larry Petersen', 'Brian Corrigan', 'Lexa Hayes', 'Lewis Payton Jr.']","['Amanda Seyfried', 'James Norton', 'Karen Allen', 'F. Murray Abraham', 'Natalia Dyer', 'Rhea Seehorn', 'Alex Neustaedter', 'Jack Gore', 'Olivia Boreham-Wing', 'Kelcy Griffin', 'Emily Dorsch', 'Cotter Smith', 'Ana Sophia Heger', 'Dawn McGee', 'Polly Lee', 'Alison Smith', 'Joey Auzenne', 'Joe Lanza', 'Marion McCorry', 'Elliot Frances Flynn', 'Ben Graney', 'Charlotte Maier', 'Jill Dalton', 'Larry Petersen', 'Brian Corrigan', 'Lexa Hayes', 'Lewis Payton Jr.']","['Likely Story', 'Netflix']","['Terror', 'Thriller', 'Sobrenatural', 'Casas encantadas', 'Fantasmas']",4.4,2990.0,2
El cadáver ,2020,86 min.,Noruega,['Jarand Breian Herdal'],['Jarand Breian Herdal'],['Jonathan Sigworth'],['Jallo Faber'],"['Gitte Witt', 'Thomas Gullestad', 'Thorbjørn Harr', 'Gjermund Gjesme', 'Trine Wiggen', 'Maria Grazia Di Meo', 'Jonatan Rodriguez', 'Kingsford Siayor']","['Motion Blur Films', 'Netflix']","['Intriga', 'Terror']",4.5,2461.0,2
Fractura ,2019,100 min.,Estados Unidos,['Brad Anderson'],['Alan B. McElroy'],['Anton Sanko'],['Björn Charpentier'],"['Sam Worthington', 'Lily Rabe', 'Stephen Tobolowsky', 'Adjoa Andoh', 'Stephanie Sy', 'Lucy Capri', 'Lauren Cochrane', 'Crystal Magian', 'Derek James Trapp', 'Dennis Scullard', 'Natalie Malaika', 'Will Woytowich', 'Erik Athavale', 'Megan Best', 'Chris Sigurdson', 'Ernesto Griffith', 'Dorothy Carroll', 'Chad Bruce', 'Mark Dann', 'Muriel Hogue', 'Jim Kirby', 'Lorrie Papadopoulos']","['Koji Productions', 'Crow Island Films', 'Macari/Edelstein', 'Paul Schiff Productions', 'Netflix']","['Intriga', 'Thriller', 'Secuestros / Desapariciones', 'Thriller psicológico']",5.7,8600.0,2
El pasajero ,2018,105 min.,Estados Unidos,['Jaume Collet-Serra'],"['Byron Willinger', 'Philip de Blasi']",['Roque Baños'],['Paul Cameron'],"['Liam Neeson', 'Patrick Wilson', 'Vera Farmiga', 'Sam Neill', 'Jonathan Banks', 'Elizabeth McGovern', 'Dean-Charles Chapman', 'Clara Lago', 'Florence Pugh', 'Letitia Wright', 'Shazad Latif', 'Killian Scott', 'Andy Nyman', 'Roland Møller', 'Colin McFarlane', 'Dilyana Bouklieva', 'Adam Nagaitis', 'Kingsley Ben-Adir', 'Kobna Holdbrook-Smith']","['Lionsgate', 'Studiocanal', 'Nvizage', 'Ombra Films']","['Intriga', 'Thriller', 'Trenes / Metros']",5.6,9850.0,2
Megalodón ,2018,113 min.,Estados Unidos,['Jon Turteltaub'],"['Belle Avery', 'Dean Georgaris', 'Erich Hoeber', 'Jon Hoeber', 'James Vanderbilt', 'Steve Alten']",['Harry Gregson-Williams'],['Tom Stern'],"['Jason Statham', 'Li Bingbing', 'Rainn Wilson', 'Ruby Rose', 'Winston Chao', 'Cliff Curtis', 'Robert Taylor', 'Masi Oka', 'Ólafur Darri Ólafsson', 'Jessica McNamee', 'Page Kennedy']","['Apelles Entertainment', 'Gravity Pictures', 'Maeday Productions', 'Flagship Entertainment Group', 'Warner Bros.']","['Acción', 'Terror', 'Ciencia ficción', 'Tiburones', 'Monstruos']",4.5,14950.0,2
Tau ,2018,97 min.,Estados Unidos,"[""Federico D'Alessandro""]",['Noga Landau'],['Bear McCreary'],['Larry Smith'],"['Maika Monroe', 'Ed Skrein', 'Fiston Barek', 'Ivana Zivkovic', 'Sharon D. Clarke', 'Ian Virgo', 'Paul Leonard Murray', 'Dragoljub Ljubicic', 'Irene Chiengue Chiendjo', 'Greg De Cuir', 'Danijel Korsa']","['Addictive Pictures', 'Kaos Theory Entertainment', 'Phantom 4 Films', 'Rhea Films', 'Waypoint Entertainment', 'Netflix']","['Ciencia ficción', 'Thriller', 'Secuestros / Desapariciones']",4.9,2857.0,2
Saw VIII ,2017,91 min.,Estados Unidos,"['Michael Spierig', 'Peter Spierig', 'The Spierig Brothers']","['Josh Stolberg', 'Pete Goldfinger', 'James Wan', 'Leigh Whannell']",['Charlie Clouser'],['Ben Nott'],"['Matt Passmore', 'Callum Keith Rennie', 'Clé Bennett', 'Hannah Emily Anderson', 'Laura Vandervoort', 'Tobin Bell', 'Brittany Allen', 'Mandela Van Peebles', 'Michael Boisvert', 'Lauren Beatty', 'Shaquan Lewis', 'James Gomez', 'Attila Sebesy', 'Josiah Black', 'Sonia Dhillon Tully', 'Tina Jung', 'Bonnie Siu', 'Paul Braunstein', 'Keeya King', 'Misha Rasaiah', 'Ryan Manning', 'Brandon James Sim', 'Sam Koules']","['Lionsgate', 'Serendipity Productions', 'Twisted Pictures', 'A Bigger Boat', 'James Wan']","['Terror', 'Thriller', 'Gore', 'Secuela']",5.0,6064.0,2
Housewife ,2017,82 min.,Turquía,['Can Evrenol'],"['Can Evrenol', 'Cem Ozuduru']",['Antoni Maiovvi'],['Tayman Tekin'],"['David Sakurai', 'Clémentine Poidatz', 'Defne Halman', 'Ali Aksöz', 'Alicia Kapudag', 'Resit Berker Enhos']","['Anka Film', 'Chantier Films', 'Mo Film']",['Terror'],4.8,182.0,2
Black Mirror: Black Museum (TV),2017,69 min.,Reino Unido,['Colm McCarthy'],"['Charlie Brooker', 'Penn Jillette']",['Cristobal Tapia de Veer'],['Peter Robertson'],"['Douglas Hodge', 'Letitia Wright', 'Daniel Lapaine', 'Aldis Hodge', 'Alexandra Roach', 'Babs Olusanmokun', 'Emily Vere Nicoll', 'Yasha Jackson', 'Amanda Warren', 'Kyros McGee', 'Raj Paul', 'Jan van der Black']","['Netflix', 'House of Tomorrow', 'Babieka', 'Netflix']","['Thriller', 'Ciencia ficción', 'Crimen', 'Episodio de TV']",7.0,15261.0,2
El vacío (The Void) ,2016,90 min.,Canadá,"['Jeremy Gillespie', 'Steven Kostanski']","['Jeremy Gillespie', 'Steven Kostanski']","['Joseph Murray', 'Menalon Music', 'Lodewijk Vos']",['Sammy Inayeh'],"['Ellen Wong', 'Kathleen Munroe', 'Aaron Poole', 'Kenneth Welsh', 'Art Hindle', 'Daniel Fathers', 'Stephanie Belding', 'Amy Groening', 'Trish Rainone', 'Evan Stern', 'Mik Byskov', 'James Millington', 'Grace Munro', 'David Scott', 'Troy James']","['Cave Painting Pictures', 'JoBro Film Finances & Productions']","['Terror', 'Intriga', 'Ciencia ficción', 'Gore', 'Sectas', 'Monstruos']",5.0,3110.0,2
Magic Mike XXL ,2015,115 min.,Estados Unidos,['Gregory Jacobs'],['Reid Carolin'],['Steven Soderbergh'],"['Channing Tatum', 'Matt Bomer', 'Joe Manganiello', 'Kevin Nash', 'Adam Rodriguez', 'Gabriel Iglesias', 'Elizabeth Banks', 'Donald Glover', 'Amber Heard', 'Andie MacDowell', 'Jada Pinkett Smith', 'Michael Strahan']","['Channing Tatum', 'Matt Bomer', 'Joe Manganiello', 'Kevin Nash', 'Adam Rodriguez', 'Gabriel Iglesias', 'Elizabeth Banks', 'Donald Glover', 'Amber Heard', 'Andie MacDowell', 'Jada Pinkett Smith', 'Michael Strahan']","['Warner Bros.', 'Iron Horse Entertainment']","['Comedia', 'Secuela', 'Road Movie']",4.2,3306.0,2
Vale (C),2015,12 min.,España,['Alejandro Amenábar'],"['Alejandro Amenábar', 'Oriol Villar']",['Toni M. Mir'],['Eduard Grau'],"['Dakota Johnson', 'Quim Gutiérrez', 'Natalia Tena', 'Carles Francino', 'Patricia Valley', 'José Javier Domínguez', 'Francesc Garrido']","['126', 'Estrella Damm']","['Romance', 'Comedia', 'Comedia romántica', 'Cortometraje', 'Corto publicitario']",5.1,3601.0,2
Point Break (Sin límites) ,2015,113 min.,Estados Unidos,['Ericson Core'],"['Kurt Wimmer', 'Rick King', 'Peter Iliff']",['Junkie XL'],['Ericson Core'],"['Luke Bracey', 'Edgar Ramirez', 'Teresa Palmer', 'Delroy Lindo', 'Ray Winstone', 'Bojesse Christopher', 'Tobias Santelmann', 'Matías Varela', 'Clemens Schick', 'Nikolai Kinski', 'Glynis Barber', 'Jaymes Butler', 'Judah Lewis']","['Alcon Entertainment', 'Warner Bros.']","['Thriller', 'Acción', 'Robos & Atracos', 'Remake', '3-D', 'Surf']",4.5,3861.0,2
The Monuments Men ,2014,118 min.,Estados Unidos,['George Clooney'],"['George Clooney', 'Grant Heslov', 'Robert Edsel']",['Alexandre Desplat'],['Phedon Papamichael'],"['George Clooney', 'Matt Damon', 'Bill Murray', 'John Goodman', 'Cate Blanchett', 'Bob Balaban', 'Jean Dujardin', 'Hugh Bonneville', 'Dimitri Leonidas', 'Justus von Dohnanyi', 'Zahary Baharov', 'Serge Hazanavicius', 'Alexandre Desplat', 'Lee Asquith-Coe', 'Grant Heslov', 'Nick Clooney', 'Christian Rodska', 'Michael Dalton', 'James Payton']","['Columbia Pictures', 'Smoke House Pictures', 'Studio Babelsberg']","['Bélico', 'Drama', 'Acción', 'II Guerra Mundial', 'Nazismo', 'Pintura', 'Basado en hechos reales', 'Años 40']",5.2,16478.0,2
Eliminado ,2014,82 min.,Estados Unidos,['Levan Gabriadze'],['Nelson Greaves'],['Adam Sidman'],"['Cal Barnes', 'Matthew Bohrer', 'Courtney Halverson', 'Shelley Hennig', 'Renee Olstead', 'Will Peltz', 'Mickey River', 'Heather Sossaman', 'Moses Storm', 'Jacob Wysocki', 'Christa Hartsock']","['Cal Barnes', 'Matthew Bohrer', 'Courtney Halverson', 'Shelley Hennig', 'Renee Olstead', 'Will Peltz', 'Mickey River', 'Heather Sossaman', 'Moses Storm', 'Jacob Wysocki', 'Christa Hartsock']","['Blumhouse Productions', 'Bazelevs Production', 'Timur Bekmambetov', 'Universal Pictures']","['Terror', 'Thriller', 'Internet / Informática', 'Venganza', 'Sobrenatural']",4.8,7913.0,2
Carrie ,2013,100 min.,Estados Unidos,['Kimberly Peirce'],"['Roberto Aguirre-Sacasa', 'Lawrence D. Cohen', 'Stephen King']",['Marco Beltrami'],['Steve Yedlin'],"['Chloë Grace Moretz', 'Julianne Moore', 'Gabriella Wilde', 'Portia Doubleday', 'Judy Greer', 'Alex Russell', 'Zoë Belkin', 'Ansel Elgort', 'Samantha Weinstein', 'Karissa Strain', 'Barry Shabaka Henley', 'Demetrius Joyette', 'Cynthia Preston', 'Arlene Mazerolle', 'Karissa Strain', 'Evan Gilchrist', 'Eddie Max Huband', 'Tyler Rushton', 'Skyler Wexler']","['Metro-Goldwyn-Mayer (MGM)', 'Screen Gems']","['Terror', 'Drama', 'Sobrenatural', 'Adolescencia', 'Colegios & Universidad', 'Acoso escolar / Bullying', 'Remake']",5.0,11853.0,2
El infierno verde ,2013,103 min.,Estados Unidos,['Eli Roth'],"['Guillermo Amoedo', 'Eli Roth']",['Manuel Riveiro'],['Antonio Quercia'],"['Lorenza Izzo', 'Ariel Levy', 'Sky Ferreira', 'Nicolás Martínez', 'Kirby Bliss Blanton', 'Aaron Burns', 'Magda Apanowicz', 'Matias Lopez', 'Daryl Sabara', 'Mary Dunworth', 'Cody Pittman', 'Ignacia Allamand']","['Worldview Entertainment', 'Dragonfly Entertainment', 'Sobras International Pictures', 'BH Tilt']","['Terror', 'Aventuras', 'Gore', 'Naturaleza']",4.8,5401.0,2
Los amantes pasajeros ,2013,87 min.,España,['Pedro Almodóvar'],['Pedro Almodóvar'],['Alberto Iglesias'],['José Luis Alcaine'],"['Javier Cámara', 'Carlos Areces', 'Cecilia Roth', 'Lola Dueñas', 'Raúl Arévalo', 'Antonio de la Torre', 'Hugo Silva', 'Guillermo Toledo', 'Miguel Ángel Silvestre', 'Blanca Suárez', 'José Luis Torrijo', 'José María Yazpik', 'Paz Vega', 'Laya Martí', 'Cote Soler', 'Pepa Charro', 'Nasser Saleh', 'Concha Galán', 'Susi Sánchez', 'Carmen Machi', 'Violeta Pérez', 'Bárbara Santa-Cruz', 'María Morales', 'Antonio Banderas', 'Penélope Cruz']",['El Deseo'],"['Comedia', 'Comedia negra', 'Comedia absurda', 'Aviones', 'Homosexualidad']",4.3,26460.0,2
Tú eres el siguiente ,2011,96 min.,Estados Unidos,['Adam Wingard'],['Simon Barrett'],"['Mads Heldtberg', 'Jasper Justice Lee', 'Kyle McKinnon', 'Adam Wingard']",['Andrew Droz Palermo'],"['Sharni Vinson', 'Nicholas Tucci', 'Wendy Glenn', 'Joe Swanberg', 'AJ Bowen', 'Sarah Myers', 'Amy Seimetz', 'Rob Moran', 'Ti West', 'Simon Barrett', 'Lane Hughes', 'L.C. Holt', 'Barbara Crampton', 'Larry Fessenden']","['HanWay Films', 'Snoot Entertainment']","['Terror', 'Thriller', 'Slasher', 'Comedia negra', 'Mumblecore', 'Cine independiente USA']",5.8,12435.0,2
The 3 Rs (C),2011,1 min.,Estados Unidos,['David Lynch'],['David Lynch'],['David Lynch'],['Mindy Ramaker'],['Mindy Ramaker'],['Viennale'],"['Fantástico', 'Cine experimental', 'Cortometraje', 'Corto publicitario']",4.4,685.0,2
Killer Joe ,2011,103 min.,Estados Unidos,['William Friedkin'],['Tracy Letts'],['Tyler Bates'],['Caleb Deschanel'],"['Matthew McConaughey', 'Emile Hirsch', 'Thomas Haden Church', 'Gina Gershon', 'Juno Temple', 'Marc Macaulay', 'Gralen Bryant Banks', 'Carol Sutton', 'Danny Epper', 'Jeff Galpin', 'Scott A. Martin', 'Gregory C. Bachaud', 'Charley Vance']","['Voltage Pictures', 'Worldview Entertainment', 'Picture Perfect Corporation', 'ANA Media']","['Thriller', 'Drama', 'Comedia negra', 'Crimen', 'Neo-noir', 'Familia']",6.0,7737.0,2
